724,"眼病类","瞳神干缺","多因肝肾不足；虚火上炎所致。以瞳神缩小并与其后晶珠粘连；而致偏缺不圆；如锯齿、梅花；且黄仁干枯不荣为主要表现的内障类疾病。","疾病部分"
725,"眼病类","瞳神紧小","因邪热灼伤黄仁所致。以瞳神展缩失灵；持续缩小；甚至小如针孔；视力下降为主要表现的内障类疾病。","疾病部分"
726,"躯体痹、痿、瘤等病类","痛痹","三痹以冷痛固定为主要表现者。","疾病部分"
727,"躯体痹、痿、瘤等病类","痛风","因饮食失宜；脾肾不足；外邪痹阻；痰瘀沉积于关节周围。以拇趾、跖趾关节、足背、足跟、踝、指、腕等小关节红肿剧痛反复发作；关节畸形；形成“痛风石”为主要表现的肢体痹病类疾病。","疾病部分"
728,"妇女经、带、杂病类","痛经","多因情志所伤、六淫为害；导致冲任阻滞；或因精血不足；胞脉失于濡养所致。以经期或经行前后周期性出现小腹疼痛；或痛引腰骶；甚至剧痛昏厥为主要表现的月经类疾病。","疾病部分"
729,"脑系病类","头部内伤","因外伤所致。以伤后神志昏迷；或烦躁不安；头晕头痛；恶心呕吐等为主要表现的损伤类疾病。","疾病部分"
730,"症状性名称","头痛","患者自觉头部疼痛的症状。风寒湿热等邪外侵；风阳火毒上扰；痰浊瘀血阻滞；致经气不利；气血逆乱；或因气血营精亏虚；清阳不升；脑神失养等；均可导致头痛。除脑系疾病、头颅损伤及眼、口鼻等头部病变外；许多全身性疾病也都可导致头痛。头痛作为主症还可以是独立的病种；如偏头风、面风痛等。","疾病部分"
731,"眼病类","突起睛高","因风热火毒攻目所致。以发病急；单侧患眼突起、疼痛；白睛红赤、肿胀为主要表现的急性外障类疾病。","疾病部分"
732,"躯体痹、痿、瘤等病类","腿风","因经气失常所致。以临睡时下肢自觉酸胀不适；须相互摩擦；影响睡眠为主要表现的形体疾病。","疾病部分"
733,"新生儿病、小儿特发病","臀红","因尿布浸渍所致。以婴儿臀部、会阴、阴囊、大腿内侧皮肤出现红斑、糜烂、渗液为主要表现的小儿皮肤疾病。","疾病部分"
734,"疮疡病类","臀痈","多因肌肉注射染毒；或因湿热火毒蕴结所致。生于臀部肌肉丰厚处的痈病类疾病。","疾病部分"
735,"疮疡病类","托盘疔","生于手掌劳宫穴处；肿胀剧痛；成脓时掌部凹陷消失；状似托盘的疔疮。","疾病部分"
736,"疮疡病类","托腮痈","生于两腮部的痈病类疾病。","疾病部分"
737,"肛肠病类","脱肛","因肺脾肾气虚；中气下陷；固摄失司所致。以大便后或劳累、下蹲时直肠粘膜或直肠全层脱出肛外；少数可发生部分乙状结肠脱出；甚至不能自行回复为主要表现的下垂类疾病。","疾病部分"
738,"疮疡病类","脱疽","因先天不足；正气虚弱；寒湿之邪侵袭；瘀阻脉络；气血不畅；甚或痹阻不通所致。以初起肢冷麻木；后期趾节坏死脱落；黑腐溃烂；疮口经久不愈为主要表现的脉管疾病。","疾病部分"
739,"男性前阴病类","脱囊","因肝经湿热邪毒下注阴囊所致。以急起阴囊红肿；继而溃烂皮脱；睾丸外露甚至脱落为主要表现的痈病类疾病。","疾病部分"
740,"疮疡病类","外臁疮","发生于小腿外侧的臁疮。","疾病部分"
741,"皮肤病类","外阴臊疣","发生于前阴部、龟头冠状沟的臊疣。","疾病部分"
742,"肛肠病类","外痔","因肛门皮肤受摩擦、感染邪毒等所致。指发生于肛门齿线以下的隆起样组织；其表面为皮肤；一般不能推入肛门内为主要表现的痔病类疾病。","疾病部分"
743,"躯体痹、痿、瘤等病类","顽痹","因风寒湿邪久羁；或因劳累损伤、年老正虚；肌肉骨骼失却精血充养；经气阻痹所致。以固定部位的筋骨关节反复发作性疼痛；麻木不已；活动受限；遇风寒加重等为主要表现的肢体痹病类疾病。","疾病部分"
744,"皮肤病类","顽湿结聚","因风湿聚于肤表所致。以四肢散发豆粒大灰褐色坚实结节；瘙痒；抓后有血痂为主要表现的皮肤疾病。","疾病部分"
745,"胎、产及其疾病","晚期产后出血","多因气虚、血瘀；或感染邪毒；或子宫复旧不良所致。以分娩24h后产褥期内发生子宫大量出血为主要表现的产后疾病。","疾病部分"
746,"传染病、寄生虫病类","晚期蛊虫病","蛊虫病病程迁延日久；以体瘦、胁下痞块、腹水等为主要表现者。","疾病部分"
747,"症状性名称","脘痞","胃脘部饱胀；满闷不舒的症状。可因肝胃气机阻滞；或脾胃气虚而化运失健所致。常见于胃及肝、胆、胰、脾的慢性病变之中。","疾病部分"
748,"疮疡病类","腕疽","发生于腕关节；属于流痰的痨病类疾病。","疾病部分"
749,"疮疡病类","腕痈","多由风火凝结所致。生于手腕部的痈病类疾病。","疾病部分"
750,"躯体痹、痿、瘤等病类","尪痹","因风寒湿热之邪留滞于筋骨关节；久之损伤肝肾阴血。以关节晨僵；小关节对称性多发性肿痛；活动受限；甚至僵硬变形为主要表现的肢体痹病类疾病。","疾病部分"
751,"疮疡病类","尾闾发","多因湿痰流结所致。生于尻尾骨尖处；初起形如鱼肫；色赤肿痛；溃破后形如鹳口；易成窦道的无头疽。","疾病部分"
752,"躯体痹、痿、瘤等病类","痿礕","多因禀赋不足；或后天失调；湿热痰浊阻滞；筋脉失养所致。以四肢尤其是下肢进行性麻痹不仁；痿弱无力；肌肉萎缩；不能随意运动为主要表现的肢体痿病类疾病。","疾病部分"
753,"脾系病类","胃癌","可能与生活环境、饮食因素、胃的慢性病变刺激等有关；痰浊邪毒瘀血结聚胃脘；日久恶变而成。以进行性胃脘痛；食少；消瘦；便血等为常见症状；发生于胃脘的癌病类疾病。","疾病部分"
754,"脾系病类","胃瘅","因各种原因刺激胃体；使胃之络脉受损。以骤起脘痛；或以呕血或黑便为主要表现的内脏瘅[热］病类疾病。","疾病部分"
755,"脾系病类","胃反","因胃肠病变日久；或因手术损伤；或腹内肿瘤等；使痰食气血壅滞；胃之下管不利；胃气上逆所致。以脘腹痞胀；宿食不化；暮食朝吐、朝食暮吐；甚或食入不久即吐为主要表现的内脏痹病类疾病。","疾病部分"
756,"脾系病类","胃缓","多因长期饮食失调；或因劳倦太过等；使中气亏虚；脾气下陷；肌肉瘦削不坚；固护升举无力；以致胃体下坠。以脘腹坠胀作痛；食后或站立时为甚的劳病类疾病。","疾病部分"
757,"脾系病类","胃络痛","因各种不良因素的长期刺激；使胃之气机紊乱；络脉失和。以无规律的胃脘疼痛、痞胀等为主要表现的痛病类疾病。","疾病部分"
758,"脾系病类","胃痞","固胃病日久；脾胃气虚；胃络失养而萎缩。以长期食少；胃部痞胀；腹泻；消瘦乏力为主要表现的内脏痿病类疾病。","疾病部分"
759,"脾系病类","胃石","因食入大量未成熟的柿子或黑枣后；在胃中结聚成石。以胃脘痛；脘痞堵闷等为主要表现的积聚类疾病。","疾病部分"
760,"症状性名称","胃脘痛","自觉剑突下的上腹部位疼痛的症状。多因寒热侵扰；饮食失调；阴阳气血不足；气滞血瘀等使胃失和降所致。胃脘痛是胃部病变的常见症状；肠、胰、胆、肝、脾的病变亦常表现为胃脘部位的疼痛；甚至厥心痛等病有时亦可表现为胃脘痛。","疾病部分"
761,"脾系病类","胃疡","多因情志郁怒；饮食不节；或因外邪侵扰；药物刺激等；使脾胃失健；胃络受损而出现溃疡。以经常性胃脘疼痛为主要表现的内疡类疾病。","疾病部分"
762,"脾系病类","胃饮","因腹部手术后；或因胃反等病；脾胃受损；运化输布失常；导致水饮停聚于胃肠。以脘腹痞胀；腹中水声漉漉；呕吐水液等为主要表现的痰饮类疾病。","疾病部分"
763,"脾系病类","胃胀","因胃病日久；脾胃夫健；或湿浊痰瘀内蕴；阻滞气机所致。以长期脘腹痞胀作痛、嘈杂；或有浮肿等为主要表现的内脏胀[著］病类疾病。","疾病部分"
764,"传染病、寄生虫病类","温毒发斑","疫毒之邪随虱蚤叮咬而侵入血脉；热毒伤营；闭扰神明。以高热；斑疹；头痛；神识昏蒙为主要表现的疫病类疾病。","疾病部分"
765,"皮肤病类","乌白癞","因湿热瘀毒结于肤表所致。以皮损部位瘙痒；出现苔癣样或鱼鳞样斑块、表面光滑为主要表现的皮肤疾病。色素沉着者为乌癞；色素减退者为白癞。","疾病部分"
766,"眼病类","乌风内障","因阴虚火旺；内挟风痰所致。以瞳神颜色昏暗；日久变乌带浑红色；头时痛；眼前常有黑花；视力下降；终至不见三光为主要表现的内障类疾病。","疾病部分"
767,"时行病、中毒及其他病类","乌头类中毒","因服用过量乌头、附子、天雄所致。以口唇、四肢麻木；头晕；言语不清；视力模糊；严重者出现心悸；血压下降；神昏；抽搐等症；甚至导致死亡的中毒类疾病。","疾病部分"
768,"男性前阴病类","无精","因先天亏损；或精道阻塞等所致。以精液中无精子；或精子极少；或精液逆流入膀胱；影响生育力为主要表现的肾系疾病。","疾病部分"
769,"疮疡病类","无名肿毒","多因外感风邪；或寒热客于经络所致。以体表局部骤发肿痛为主要表现的疮疡类病变。","疾病部分"
770,"疮疡病类","无头疽","泛指发于骨与关节间；以患部漫肿、皮色不变、疼痛彻骨；难消、难溃、难敛、溃后多损伤筋骨为主要表现的疮疡类疾病。","疾病部分"
771,"皮肤病类","蜈蚣螫伤","被蜈蚣螫伤；毒汁注入皮肤所致。局部出现咬伤瘀点；周围红肿疼痛；甚或伴全身症状的中毒性疾病。","疾病部分"
772,"新生儿病、小儿特发病","五迟","小儿因先天胎禀不足；肾元亏损；或后天喂养不当；气血虚弱；生长发育迟缓。以立迟、行迟、发迟、齿迟、语迟等为主要表现的劳病类疾病。","疾病部分"
773,"眼病类","五风内障","为青风内障、绿风内障、黄风内障、乌风内障、黑风内障之合称。因情志抑郁；气机郁结；肝胆火炽；神水积滞等所致。以头目胀痛；抱轮红赤；视力昏蒙为主要表现的内障类疾病。","疾病部分"
774,"新生儿病、小儿特发病","五软","小儿因先天之气未充；或后天喂养失当；病后失调；营养不足；气血虚弱所致。以头项、口、手足、肌肉等软弱无力等为主要表现的劳病类疾病。","疾病部分"
775,"新生儿病、小儿特发病","五硬","小儿因元阳不振；或寒凝血涩所致。以手、足、口、头项、肌肤冰冷僵硬；身体不温为主要表现的新生儿疾病。","疾病部分"
776,"眼病类","物损真睛","因外物伤目所致。以眼珠破损；视力减退；甚至失明为主要表现的损伤类疾病。","疾病部分"
777,"肛肠病类","息肉痔","因湿热下注；肠道气机不利；瘀血浊气凝聚；或风气客于肠中；气血搏结而成。以肠内粘膜上发生有蒂或无蒂的赘生物；可有息肉样痔脱出肛外为主要表现的瘤病类疾病。","疾病部分"
778,"躯体痹、痿、瘤等病类","膝痹","因劳损或年高；膝失精血充养；经气不利所致。以膝部长期固定疼痛；活动时关节内有声响等为主要表现的肢体痹病类疾病。","疾病部分"
779,"疮疡病类","膝弯痈","多因湿热下注或破伤染毒所致。生于腘窝委中穴处的痈病类疾病。","疾病部分"
780,"疮疡病类","膝痈","多由邪毒侵袭肝脾肾三经所致。生于膝盖部的痈病类疾病。","疾病部分"
781,"传染病、寄生虫病类","下疳","发生于男性阴茎、龟头、包皮；女子阴户、阴道等处的梅毒。初起豆粒大硬结；不痛不溃破者为硬下疳；初起小疮；渐至溃破者为软下疳。","疾病部分"
782,"皮肤病类","下石疽","发于膝部；结块隐痛；久不化脓为主症的石疽。","疾病部分"
783,"疮疡病类","吓痈","生于脐上三寸的痈病类疾病。","疾病部分"
784,"时行病、中毒及其他病类","夏季热","因小儿形气未充；入夏以后；不能适应外界炎热气候而引起。以长期发热；口渴；多尿；无汗或少汗为主要表现的婴幼儿时行热性病。","疾病部分"
785,"耳鼻咽喉口齿病类","涎石","因邪气阻滞；涎液排出不畅；久之裹结成石。以X线检查见舌下、颌下或腮部有结石阴影；自觉胀痛为主要表现的结石类疾病。","疾病部分"
786,"脑系病类","痫病","因先天遗传；或大惊卒恐、情志失调、饮食不节；以及继发于脑部疾患、高热、中毒、头颅损伤等；使风痰、瘀血等蒙蔽清窍；扰乱神明。以突然昏仆；口吐涎沫；肢体抽搐；移时自醒；反复发作为典型表现的脑神疾病。","疾病部分"
787,"皮肤病类","线瘊","多因风邪搏于肌肤；兼感邪毒所致。以好发于眼睑、颈、颏部等处皮肤之单个细软的丝状突起；并无痛痒为主要表现的疣病类疾病。","疾病部分"
788,"躯体痹、痿、瘤等病类","项痹","因长期低头工作；年老正虚；经气不利等所致。以项部经常疼痛麻木；连及头、肩、上肢；并可伴有眩晕等为主要表现的肢体痹病类疾病。","疾病部分"
789,"脾系病类","消渴","因恣食肥甘；或情志过极、房事不节、热病之后等；郁热内蕴；气化失常；津液精微不能正常输布而下泄；阴虚燥热。以口渴多饮；多食而瘦；尿多而甜为主要表现的脾系疾病。","疾病部分"
790,"脾系病类","消渴厥","消渴发展至严重阶段；脏气衰败；阴津亏竭；痰湿浊毒内蕴；虚火上扰；清窍被蒙；神明失主。在消渴症状基础上；出现以神识昏蒙为主要表现的脾病及脑的厥病类疾病。","疾病部分"
791,"肾系病类","小便不禁","因肾气亏虚；下元不固；或因尿路损伤所致。以清醒况态下小便不能控制而自行流出为主要表现的肾系疾病。","疾病部分"
792,"胎、产及其疾病","小产","多因肾虚、气血虚弱、血热、血瘀等使胎元失固所致。指胚胎在12-28周内自然殒堕的妊娠疾病。","疾病部分"
793,"脾系病类","小肠瘅","本有湿热内蕴；邪毒内结；气血瘀滞；肠络受损；再加饮食不洁而诱发。以骤发腹痛；腹泻便血；发热等为主要表现的内脏瘅[热]病类疾病。","疾病部分"
794,"新生儿病、小儿特发病","小儿痴呆","因先天不足；或后天调养失当等所致。以小儿智力低下为主要表现的劳病类疾病。","疾病部分"
795,"新生儿病、小儿特发病","小儿惊风","因多种原因、多种疾病所致。以小儿神昏、惊厥、抽搐为主要表现的痉病类疾病。","疾病部分"
796,"肺系病类","哮病","多因感受外邪；或饮食情志等失调；诱动内伏于肺的痰饮；痰气阻塞；使肺气不得宣降。以突然出现呼吸喘促；喉间哮鸣有声为主要表现的肺系发作性疾病。","疾病部分"
797,"皮肤病类","蝎螫伤","被蝎子尾部螫伤；毒液注入人体所致。局部疼痛；甚或伴寒热、呕恶、抽搐等全身症状的中毒性疾病。","疾病部分"
798,"疮疡病类","胁疽","发生于胸胁部；属于瘰疬的痨病类疾病。","疾病部分"
799,"躯体痹、痿、瘤等病类","胁肋痛","因胁肋部经气不和所致。以肌肤沿肋骨相引掣痛为主要表现的痛病类疾病。","疾病部分"
800,"症状性名称","胁痛","自觉一侧或两侧胁肋部疼痛的症状。胁痛可归属于广义的胸痛范畴。其病机特点为气机郁滞；脉络失和；疏泄不利。胁痛为肝胆、胁肋部病变的常见症状之一；如肝癌、肝痈、肝热病、肝著、鼓胀、胆瘅、胆胀、悬饮、肥气、干胁痛、胁肋痛等病均可导致。","疾病部分"
801,"症状性名称","泄泻","大便次数增多；粪质稀薄为特征的症状。外感风寒湿热疫毒之邪；或饮食所伤；情志失调；或久病脾肾阳气亏虚等均可导致。临床有暴泻与久泻之分。脾胃、大小肠、肝胆胰的病变常有泄泻的症状。","疾病部分"
802,"眼病类","蟹睛病","多因肝胆火炽；上攻于目；使黑睛翳溃；或外伤所致。以黑睛破损；黄仁从破口绽出如珠；形似蟹睛为主要表现的翳病类疾病。","疾病部分"
803,"皮肤病类","蟹足肿","因创伤后气血瘀滞；或自发而引起。以皮肤上出现高出皮面而坚实的疤痕；形如蟹足为主要表现的皮肤疾病。","疾病部分"
804,"心系病类","心痹","因风寒湿热等邪侵及形体；阻痹经气；复感于邪；内舍于心；久之损伤心气脉络；心脉运行失畅。以心悸、胸闷短气、心脏严重杂音、颧颊紫红等为主要表现的内脏痹病类疾病。","疾病部分"
805,"心系病类","心瘅","外感温热病邪；或因手术等创伤；温毒之邪乘虚侵入；内舍于心；损伤心之肌肉、内膜。以发热；心悸；胸闷等为主要表现的内脏瘅[热]病类疾病。","疾病部分"
806,"心系病类","心动悸","由诸种原因使心脏气机紊乱；心动异常。以阵发心悸；胸闷气短为主要表现的心系疾病。","疾病部分"
807,"症状性名称","心悸","自觉心搏跳动异常；心慌不安的症状。心悸常分为惊悸、怔忡；因惊而悸谓之惊悸；时作时止；病情较轻；无所触动而悸谓之怔忡；发作无时；病情较重。心动悸以心悸为主要特征；心系、脑系疾病常见心悸；肺系疾病、虚劳类疾病、瘿气等病中亦常出现心悸。","疾病部分"
808,"心系病类","心厥","由于心脏的严重病变；以致心阳虚衰；运血无力；心脉、脑神失血充养而阳气外脱。以面白；肢厥；脉微；血压降低；晕厥或神昏为主要表现的心病及脑的厥病类疾病。","疾病部分"
809,"心系病类","心衰","因心病日久；阳气虚衰；运血无力；或气滞血瘀；心脉不畅；血瘀水停。以喘息心悸；不能平卧；咳吐痰涎；水肿少尿为主要表现的脱病类疾病。","疾病部分"
810,"症状性名称","心痛","膻中部位以及左胸内疼痛的症状。心痛可归属于广义的胸痛范畴。多因痰浊瘀血内阻；阳虚寒凝；或阴血亏虚等所致。心痛常见于心系疾病；如胸痹心痛、厥心痛、心痹、心瘅、支饮等。","疾病部分"
811,"胎、产及其疾病","新产出血","多因子宫内胎膜或胎盘残留；或产伤；或凝血障碍所致。以胎儿娩出后24小时内；阴道出血量达到或超过400ml为主要表现的产后疾病。","疾病部分"
812,"躯体痹、痿、瘤等病类","行痹","三痹以游走疼痛为主要表现者。","疾病部分"
813,"时行病、中毒及其他病类","杏仁中毒","因过量误食苦杏仁所致。以呕泻；神昏；惊厥；呼吸困难；瞳孔散大为主症；可迅速死亡的中毒类疾病。","疾病部分"
814,"妇女经、带、杂病类","性冷","因肾气亏虚等所致。以妇人性欲低下；长期对性生活缺乏快感甚至厌恶为主要表现的妇科疾病。","疾病部分"
815,"心系病类","胸痹","胸阳不振；阴寒、痰浊留踞胸廓；或心气不足；鼓动乏力；使气血痹阻；心失血养所致。以胸闷及发作性心胸疼痛为主要表现的内脏痹病类疾病。","疾病部分"
816,"症状性名称","胸痛","自觉胸部疼痛的症状。广义胸痛的范围包括心痛及胁痛在内。可因外伤、火热内灼、痰饮内阻、气滞血瘀等所致。肺、心、胸膈的多种疾病如胸痹心痛、肺痈、肺热病、悬饮、气胸、百日咳、肺癌、胸部损伤等皆可见胸痛。","疾病部分"
817,"传染病、寄生虫病类","休息痢","痢疾日久；邪毒蕴结；脾胃气血受损。以长期或反复发作的腹部隐痛；里急后重；粪质稀烂或便中夹血为特点的痢疾。","疾病部分"
818,"男性前阴病类","绣球风","因肝经湿热下注；风邪外袭所致。以阴囊皮肤潮红、起疹、湿润或有渗液；剧烈瘙痒；痛如火燎为主要表现的湿疮类疾病。","疾病部分"
819,"心系病类","虚眩","因禀赋不足；或后天失养、劳累太过等；以致气弱血亏；心脉、清窍失其充养。以眩晕；疲乏；脉弱等为主要表现的眩晕类疾病。","疾病部分"
820,"心系病类","蓄血病","因瘀热互结；气机失常所致。以急性腹痛；出斑疹；身热；神志如狂等为主要表现的瘅[热]病类疾病。","疾病部分"
821,"肺系病类","悬饮","因肺、胸部的痨、癌等病变；以及某些全身性疾病；导致饮邪停积胸腔；阻碍气机升降。以胸胁饱满、胀闷；咳唾引痛等为主要表现的胸部痰饮类疾病。","疾病部分"
822,"疮疡病类","悬痈","多由三阴亏损；兼忧思气结；湿热蕴滞所致。生于会阴穴处的痈病类疾病。","疾病部分"
823,"肛肠病类","悬珠痔","因湿热下注；或长期秽毒刺激；气血瘀滞而成。以肛乳头纤维结缔组织增生；可有排便不畅或下坠感、里急后重感；或见痔核脱出肛外为主要表现的痔病类疾病。","疾病部分"
824,"皮肤病类","旋耳疮","发生于耳根部的湿疮类疾病。","疾病部分"
825,"男性前阴病类","旋螺风","因包皮过长；秽浊淤积；或风热湿毒郁结所致。以包皮发红、渗液、疼痛为主要表现的男性前阴疾病。","疾病部分"
826,"眼病类","旋螺尖起","因热毒炽盛所致。以黑睛生翳后；中央突起；状如螺蛳；伴目赤疼痛；畏光流泪为主要表现的翳病类疾病。","疾病部分"
827,"症状性名称","眩晕","自觉头晕眼花；视物旋转动摇的症状。有经常性与发作性的不同；病位主要在脑髓清窍。多因气血营精不能上荣于头；或因风阳、火热上扰；痰浊、瘀血阻滞；清阳被遏等所致。风眩、脑络痹、虚眩、耳眩晕、子眩、子痫、产后血晕、晕动病、脑萎、神劳等疾病；头部内伤、项痹、某些药物中毒、脑瘤及眼耳鼻等五官疾病；皆可出现眩晕的症状。","疾病部分"
828,"脑系病类","血厥","因情绪紧张、恐惧；或因创伤剧痛；或为年老体弱；或在突然改变体位等情况下；导致一时气机紊乱；脉络弛缓；清阳不升；脑失血养。以突然昏倒；面白肢厥；神识不清为主要表现的厥、脱类疾病。","疾病部分"
829,"躯体痹、痿、瘤等病类","血痹","因风寒之邪侵及血脉；或因情志刺激；使络脉挛急不和；营血不从。以阵发性肢末（多为手指）对称的间歇性发白、紫暗或潮红、冷痛；遇冷加重；或见红斑为主要表现的肢体痹病类疾病。","疾病部分"
830,"肝系病类","血疸","因输血、某些药物、蛇毒、疟疾等引起溶血所致。以黄疸；面白；头晕等为主要表现的疸病类疾病。","疾病部分"
831,"皮肤病类","血风疮","因血虚受风；蕴热化燥；瘀阻经络所致。以下肢及躯干下部出现紫色斑疹；或融合成片；皮厚如苔癣；瘙痒为主要表现的皮肤疾病。","疾病部分"
832,"胎、产及其疾病","血风劳","因失血；或癌瘤；或感染邪毒；或手术及外伤头部；以致精血不足；脏气亏损而形成。以性征萎缩。性欲减退；毛发脱落；消瘦；眩晕等为主要表现的劳病类疾病。","疾病部分"
833,"眼病类","血灌瞳神","因目内之血不循经；溢于瞳神前后所致。以视力骤降；眼前阴影飘荡；窥不进眼底为主要表现的内障类疾病。","疾病部分"
834,"男性前阴病类","血精","因阴虚火旺；湿热下注等所致。以精液呈粉红色、红色、棕红色或带有血丝为主要表现的肾系疾病。","疾病部分"
835,"心系病类","血劳","因先后天亏损；血液生化不足；或因失血、溶血等耗伤血液；以致营血亏少；脏器失其濡养。以面白舌淡；眩晕心悸；血红细胞少；血红蛋白量低为主要表现的劳病类疾病。","疾病部分"
836,"躯体痹、痿、瘤等病类","血瘤","多因胎火妄动；血行失常所致。以出生时或生后不久；皮肤上发生肿块；色红而内含血丝；破皮则血流难止为主要表现的瘤病类疾病。","疾病部分"
837,"男性前阴病类","血疝","因跌打损伤；或因手术；导致阴囊瘀血。以阴囊肿大；皮色紫暗为主要表现的疝病类疾病。","疾病部分"
838,"心系病类","血脱","因突然大量失血；以致血脉空虚；全身失却血液濡养；气血欲脱。以出血；面色苍白；脉微或芤；血压显著降低为主要表现的脱病类疾病。","疾病部分"
839,"心系病类","血溢病","因禀赋不足；或后天损伤；气虚不能摄血；或阴虚火旺；迫血妄行所致。以容易出现持久难止的出血为主要表现的出血类疾病。","疾病部分"
840,"眼病类","血翳包睛","因风热壅盛；气血瘀滞；或赤膜下垂加重所致。以赤脉从四周蔓掩整个黑睛为主要表现的翳病类疾病。","疾病部分"
841,"躯体痹、痿、瘤等病类","血痣","多因火旺逼血聚于孙络所致。以皮肤上隆起鲜红或紫红色小瘤；境界分明；表面光滑为主要表现的瘤病类疾病。","疾病部分"
842,"疮疡病类","丫痈","多由湿热蕴结所致。生于手丫岐骨缝间的痈病类疾病。","疾病部分"
843,"耳鼻咽喉口齿病类","牙疳","因风热邪毒；或寒湿凝滞牙龈所致。以牙龈红肿、溃烂疼痛；或腐臭脓血泌出等为主要表现的口腔疾病。","疾病部分"
844,"症状性名称","牙痛","自觉牙齿或牙龈疼痛的症状。风邪侵袭、胃热上蒸、虚火上炎、脾虚气弱以及虫蚀牙体等均可导致牙痛。其常见疾病有龋齿、牙痈、牙咬痈、齿槽风等。","疾病部分"
845,"耳鼻咽喉口齿病类","牙宣","因胃火上炎；燔灼龈肉；或脏腑虚损；龈肉失养所致。以龈肉萎缩；牙根宣露；牙齿松动；齿龈间渗出脓血为主要表现的牙齿疾病。","疾病部分"
846,"耳鼻咽喉口齿病类","牙岩","因热毒痰火聚结牙龈；逐渐恶变而成。以牙龈赘生肿块；坚硬、出血、溃烂为主要表现的癌病类疾病。","疾病部分"
847,"耳鼻咽喉口齿病类","牙咬痈","因热毒蕴结于真牙处；血败肉腐而成。以发热口臭；一侧真牙尽牙处齿龈（龈咬合处）红肿疼痛；张口困难；溃后溢脓为主要表现的痈病类疾病。","疾病部分"
848,"耳鼻咽喉口齿病类","牙痈","因火热内炽；上攻牙龈；血败肉腐而成。以牙齿疼痛、吞咽时痛甚；牙龈红肿；或有脓液泌出为主要表现的痈病类疾病。","疾病部分"
849,"耳鼻咽喉口齿病类","咽喉菌","因气滞血瘀；痰浊邪毒凝结于咽喉；日久逐渐恶变所致。以咽喉疼痛不适；吞咽不利；咽部异物感；或咽喉局部有肿块；表面凹凸不平；其状如菌为主要表现的癌病类疾病。","疾病部分"
850,"疮疡病类","沿爪疔","生于爪甲边缘的疖疮。","疾病部分"
851,"疮疡病类","颜面部疔疮","因感受火热毒邪；或被昆虫蛟伤；皮肤破损染毒；蕴蒸肌肤；气血凝滞所致。以病变迅速；疮形如粟；坚硬根深；其状如钉为特点的疔疮类疾病。","疾病部分"
852,"眼病类","偃月侵睛","因肝肾不足或肝血亏虚所致。以风轮上际或四周发白；渐渐向下侵蚀；状若月牙或枣花为主要表现的翳病类疾病。","疾病部分"
853,"眼病类","眼丹","因热毒内蕴所致。以眼睑红肿高起、质硬；边界清楚；皮色光滑；鲜红如涂丹为主要表现的外障类疾病。","疾病部分"
854,"脾系病类","厌食","因娇生惯养；脾胃气虚；或因情志不畅；惧怕肥胖而节食等；日久而成。以长期厌恶饮食；消瘦疲乏为主要表现的郁病类疾病。","疾病部分"
855,"新生儿病、小儿特发病","燕口疮","因心脾积热；或虚火上炎所致。以小儿口角两侧唇边出现溃疡或糜烂为主要表现的口腔类疾病。","疾病部分"
856,"男性前阴病类","阳痿","因命门火衰；肝肾亏虚；或因惊恐、抑郁等所致。以阴茎萎软；或举而不坚；不能插入阴道进行性交为主要表现的痿病类疾病。","疾病部分"
857,"传染病、寄生虫病类","杨梅疮","以皮肤红斑脱屑、丘疹结节等为主要表现的发疹期梅毒。","疾病部分"
858,"传染病、寄生虫病类","杨梅结毒","以头、面、四肢等处发生结节、溃破、树胶样肿及萎缩破溃性疤痕为主要表现的梅毒。","疾病部分"
859,"疮疡病类","夭疽","生于耳后高骨处；初起如粟；渐肿如瓜；毒易内陷的有头疽。","疾病部分"
860,"躯体痹、痿、瘤等病类","腰痹","因外伤、劳损或寒湿侵袭腰部所致。以腰部长期疼痛；弯腰、受寒或劳累加重；或活动受限为主要表现的肢体痹病类疾病。","疾病部分"
861,"疮疡病类","腰带痈","环腰而生的痈病类疾病。","疾病部分"
862,"症状性名称","腰痛","自觉腰部脊柱或其两侧疼痛的症状。多因肾系病变及腰部外伤、劳损；寒湿或湿热侵着等所致。肾系疾病和痹病类、淋病类疾病；妇科经带疾病；急性腰扭伤、腰痹、偏痹等；均常见腰痛。","疾病部分"
863,"皮肤病类","药毒","因内用或外敷药物所致。以皮肤斑疹、水疱、瘙痒等为主要表现的皮肤疾病。","疾病部分"
864,"症状性名称","噎膈","吞咽不顺；饮食梗塞难下的症状。气结、火郁、痰凝、血瘀、津枯等为噎膈常见病机。噎膈为食管病变的常见症状；胃与胸膈、心脏、口腔咽喉的某些病变；以及痹、痿、瘫、风类疾病；亦可导致噎膈。","疾病部分"
865,"皮肤病类","野屎风","因接触有钩虫的粪毒；毒损皮肤所致。以足趾或手指间（虫毒侵入处）皮肤出现风团皮疹、奇痒；数日内自行消失为主要表现的虫病类疾病。","疾病部分"
866,"新生儿病、小儿特发病","夜啼","因脾寒、心热、惊恐等所致。以1岁以内婴儿经常在夜间啼哭不停；甚至通宵达旦；而白天如常为主要表现的小儿疾病。","疾病部分"
